,index,total_star,durability_star,price_star,design_star,delievery_star,date,review_cleaned,help,sentiment
139,139,1.0,1.0,1.0,1.0,1.0,2020.04.22,잘 못 샀네요 조립하고 앉았는데 바로 부러지네요 몸무게 50키로도 안 나가는데그냥 돈 버렸다 생각하고 버리려구요 버리는데도 돈 들고,10,0
140,140,5.0,5.0,5.0,5.0,5.0,2021.02.04,이번 이사하면서 제일 잘 샀다고 생각하는 것 저기 앉아서 멍때리고 밥 먹고 책읽고 다이어리쓰고 다해오 생각보다 크긴 했지만 1인 가구에 딱 적당하다고 생각합니다 안락함 정말 최고에요 여자 혼자 뚝딱뚝딱 잘 만들었습니다 다만 하얗다보니 때탈것같아서 패브릭 얹어두려고요 추천합니당,8,1
141,141,5.0,5.0,5.0,5.0,5.0,2019.10.29,와 조립하고나서 딱 앉는데 진짜 너무 편해서 잠이 오더라구요 신세계 여태 왜 이런걸 몰랏지예쁘고 만족스럽습니다 누우면 일어나기 싫어요 그리고 이거 옵션에 발의자도 사면 좋을것같아요 누우면서 계속 그생각함 발뻗으면 더 편할거같아요,6,1
142,142,5.0,5.0,5.0,5.0,5.0,2020.12.21,이쁜데 밑에 커버는 고정이 안돼서 아쉽네요 오래 앉아있으면 허리도 살짝 아파요,5,1
143,143,5.0,,,,,2019.09.20,가격대비 너무 편하고 좋아요 시트 때탈까봐 블랭킷 걸쳐놨더니 더 분위기있고 이쁘네여,4,1
144,144,5.0,5.0,5.0,5.0,5.0,2021.01.18,길게 안씁니다개편안합니다,3,1
145,145,5.0,5.0,5.0,5.0,5.0,2020.01.07,집에 놀러오는 손님마다 이거 앉겠다고 자리 싸움해요,3,1
146,146,5.0,5.0,5.0,5.0,5.0,2019.11.20,조립이 번거롭지만 아주 편해요 소재도 괜찮습니다,3,1
147,147,5.0,5.0,5.0,5.0,5.0,2021.06.19,처음 검은색 철 조립할때 끼워넣는 구멍 한쪽이 안들어가서 꾸역꾸역 넣었습니다 불량품인줄,2,1
148,148,5.0,5.0,5.0,5.0,5.0,2021.03.13,예쁘고 편해요 줗아요 아주좋아요,2,1
149,149,5.0,5.0,5.0,5.0,5.0,2020.09.17,한번 앉으면 일어나기 싫어져요색깔도 예쁘고 편합니당,2,1
150,150,5.0,5.0,5.0,5.0,5.0,2019.09.28,배송은 3일정도 걸린것 같아요 처음에 잠시 조립할때 애먹었지만 여자혼자서 그리 힘들지않게 조립했어요 하고나니 예쁘고 저희집이랑 잘 어울리고 좋네요 앉아보니 편하고 저렴한가격에 잘산것 같아서 완전 맘에들어요,2,1
151,151,5.0,5.0,5.0,5.0,5.0,2021.06.14,책읽을라고 샀고 책 안 읽고있음 근데 이쁨,1,1
152,152,5.0,5.0,5.0,5.0,5.0,2021.05.03,배송도 빠르고 조립도 쉬워요 앉아보니 튼튼하네요,1,1
153,153,5.0,5.0,5.0,5.0,5.0,2021.04.18,보통 의자보다 낮아요 안파서 쉴때는 편한데 컴퓨터 책상의자로 쓰기에는 낮음감이 있어요,1,1
154,154,5.0,5.0,5.0,5.0,5.0,2021.04.05,설치 전 폭신해요 천이 드라이버있어야해요 드라이버구입후 조립예정,1,1
155,155,5.0,5.0,5.0,5.0,5.0,2021.03.25,너무 편해요 앉으면 일어나기 싫어요 흔들거리다가 부러질까 걱정이지만 좋습니당,1,1
156,156,5.0,5.0,5.0,5.0,5.0,2021.03.09,잘받았습니다 너무 예쁘고 편해요 조립은 좀 힘들엇지만 여자 혼자 할만합니다,1,1
157,157,5.0,5.0,5.0,5.0,5.0,2021.03.01,웨않사 개꿀템입니다 너무 편해요 인테리어도 짱짱,1,1
158,158,5.0,5.0,5.0,5.0,5.0,2021.02.28,조립하는거 은근 어려우면서도 쉬워요 꽤나 튼튼해 보이고 배송도 빨라서 좋았어요,1,1
159,159,5.0,5.0,5.0,5.0,5.0,2021.02.25,제 베란다 아지트에 두고 쓰는중인데 생각보다 더더 안락해서 너무 좋아요 하루에 30분씩은 앉아서 무선충전 하는 곳입니당,1,1
160,160,5.0,5.0,5.0,5.0,5.0,2021.02.11,의자 처음에 앉을땐 불안했는데 막상 앉으니까 너무 편해요 울 또잉이가 이거 쓰길래 어 하고 마침 필요해서 샀는데 진짜 너무 좋네요완전 마약의자최고입니다,1,1
161,161,5.0,5.0,5.0,5.0,5.0,2021.01.10,조립 재밌어요 생각보다 편합니다,1,1
162,162,5.0,5.0,5.0,5.0,5.0,2021.01.06,편하고 이뻐요 쇼파 보다 더 자주 앉아여,1,1
163,163,5.0,5.0,5.0,5.0,5.0,2020.12.08,조립하는데 살짝 헷갈렸지만 남편 찬스써서 조립 잘했어요 남편이 자기가 앉으면 부러질 것 같다고 걱정했는데 아무일 없네요 최애 의자가 되었습니다 얇은 담요 하나 구입해서 걸쳐 놓으니 분위기 있고 괞찮네요,1,1
164,164,5.0,,,,,2019.11.24,일단 가격 최고 인테리어효과 굿 크기가 생각보다 많이 크네요 앉으면 엄청 편하구요 조립하는데 저는 조금 힘들었지만 조립하고난후에는 엄청 뿌듯해요 시트가 천이라 오염에 약하긴하지만 지퍼가있어서 세탁이가능해요 저는 혹시몰라 천을 하나더 덧데서 사용하고있습니다 다리가 조금 부실해보이는데 건장한 남성이 앉아도 끄떡없습니다 무게감 조금 있습니다,1,1
165,165,5.0,5.0,5.0,5.0,5.0,2021.08.24,마사지기올려서 사용중 딱이에요,0,1
166,166,5.0,5.0,5.0,5.0,5.0,2021.08.23,정말 편하고 좋아요집에있을때 주로 앉아있는 편이라 주문했는데 마침 침대랑 세트인것마냥 밝은크림색에 우드 느낌 너무 이쁘네요 조립은 전동드릴이있어서 15분 만에 다 한것같아요 튼튼하고 예쁜데 엄청비싸지 않고 가성비좋아요,0,1
167,167,5.0,5.0,5.0,5.0,5.0,2021.08.20,십자드라이버가 없어서 조립에 난관이 좀 시간이 걸렸네요 쿠션이랑 천은 너무 싸보이는데 느긋하게 앉아있기는 좋네요,0,1
168,168,5.0,5.0,5.0,5.0,5.0,2021.08.19,믿고 사는이케아 입니다 너므나 이쁨,0,1
169,169,5.0,5.0,5.0,5.0,5.0,2021.08.15,조립 조금 어려웠지만 금방 했어요 만족하며 쓰고있습니다,0,1
170,170,5.0,5.0,5.0,5.0,5.0,2021.08.14,배송받고 사길 잘했다는 생각이 드는 의자였습니다 조립도 쉽고 예쁩니다 지인 몇명도 앉아 보더니 편안하고 좋다고 칭찬을 하더군요 잘 사용하겠습니다,0,1
171,171,5.0,5.0,5.0,5.0,5.0,2021.08.12,편하고 좋아요 잘사용중입니다 또이용할게여,0,1
172,172,5.0,5.0,5.0,5.0,5.0,2021.08.12,한개 사용하다가 편해서 재구매했어요 조립도 쉽고 편안해서 너무 좋네요,0,1
173,173,5.0,5.0,5.0,5.0,5.0,2021.08.10,맙소사 설치하고 앉으니까 너무 편하네요 자주 이용할거 같아요,0,1
174,174,5.0,5.0,5.0,5.0,5.0,2021.08.06,뒤에가 좀 에바지만 편해요 조립할 때 무조건 짱짱하게 주름 다 펴서 하세요,0,1
175,175,5.0,5.0,5.0,5.0,5.0,2021.08.05,사이드체어로 샀는데 만족쓰 조립은 다른 가족들은 못했는데 저는 쉬웠어요 잡아줄 사람 한 사람은 필요합니당,0,1
176,176,5.0,5.0,5.0,5.0,5.0,2021.08.03,진짜 분위기 짱이고 여기서 잘수있을듯완전 마음에 들어요,0,1
177,177,5.0,5.0,5.0,5.0,5.0,2021.08.01,조립도 쉽고 깔끔해서 맘에 들었어요,0,1
178,178,5.0,5.0,5.0,5.0,5.0,2021.07.31,여름이라 더운 날씨에 조립하는게 조금 힘들었지만 별다른 공구 없이 함께 오는 부속품으로 혼자서 조립할 수 있어서 좋았습니다 배송도 빠르고 의자가 푹신하고 살짝 흔들거려서 안락하고 편안하네요,0,1
179,179,5.0,5.0,5.0,5.0,5.0,2021.07.31,배송도 빠르고 아직 오래 안써본거지만 편하고 이뻐요,0,1
180,180,5.0,5.0,5.0,5.0,5.0,2021.07.26,지금도 앉아있어요 짱 편함 티비볼 때 제 고정석이에요,0,1
181,181,5.0,5.0,5.0,5.0,5.0,2021.07.19,완전 만족이예요 조립도 너무 쉽고 조립끝나거 앉자마자 너무 편해요 너무너무 만족스럽습니다,0,1
182,182,5.0,5.0,5.0,5.0,5.0,2021.07.19,편해서 너무 좋아요 가격대비 만족합니다,0,1
183,183,5.0,5.0,5.0,5.0,5.0,2021.07.17,역시 이케아 의자 최고 너무 안락하고 편합니다,0,1
184,184,5.0,5.0,5.0,5.0,5.0,2021.07.16,조립하기가 어려웠어요 그래도 예쁘네요,0,1
185,185,5.0,5.0,5.0,5.0,5.0,2021.07.11,예전에 친구 집 놀러갔다가 이 의자 한번 앉아보고 나도 꼭 사야지 생각했는데 드디어 샀어요 진짜 아늑한 똥손이라 그런지 조립이 어렵긴 했어여,0,1
186,186,5.0,5.0,5.0,5.0,5.0,2021.07.08,편해요 디자인도 넘 예쁘고하지만 계속 앉아있다가는 허리 아작날느낌그래도 이가격에 퀄리티도 높고 튼튼하니 만족합니다,0,1
187,187,5.0,5.0,5.0,5.0,5.0,2021.07.05,얼마전 아들전용 의자로 하나 구입 했었는데 신랑도 사달라 해서 두번째 구매 입니다,0,1
188,188,5.0,5.0,5.0,5.0,5.0,2021.07.02,죽이고 싶은 이케아와 10선만 참아내면 내가 정말로 쉬는구나 하는 기분을 만끽할 수 있습니다,0,1
189,189,5.0,5.0,5.0,5.0,5.0,2021.06.29,배송도빠르고 리뷰보고산건데 앞부분이 티가많이나게 흠이 짜증 교환귀찮아 그냥쓰다버릴려구요,0,1
190,190,5.0,5.0,5.0,5.0,5.0,2021.06.29,이케아 가격 합리적 심플 조립쉽고 단순미,0,1
191,191,5.0,5.0,5.0,5.0,5.0,2021.06.28,조립 조금 어려웟지만 너무 편하고 좋아요,0,1
192,192,5.0,5.0,5.0,5.0,5.0,2021.06.27,배송 빠르구요 생각보다는 덜 편해요,0,1
193,193,5.0,5.0,5.0,5.0,5.0,2021.06.25,앉으면 잠이 소로록 와요 프레임이약해보였는데 보이는게 그렇지 튼튼한거같아요 팔부분이 폭신하지 않은게 조금 아숩지만 편해요,0,1
194,194,5.0,5.0,5.0,5.0,5.0,2021.06.25,친구가 조립해줬는데 금방 뚝딱 하더라구요 사이즈가 생각보다 큰데 의자가 넘 편해요,0,1
195,195,5.0,5.0,5.0,5.0,5.0,2021.06.24,남편이 엄청좋아하네요 이걸왜 이제샀냐며 가성비 짱입니다 조립하기 어렵진 않았구용,0,1
196,196,5.0,5.0,5.0,5.0,5.0,2021.06.22,조립도 여자 혼자 어렵지 않고 모던한 인테리어에도 잘 어울려요,0,1
197,197,5.0,5.0,5.0,5.0,5.0,2021.06.21,튼튼하고 편해요 디자인도 예뻐요,0,1
198,198,5.0,5.0,5.0,5.0,5.0,2021.06.20,편안하고 좋아요 조금은 흘들거림은 있네요,0,1
199,199,5.0,5.0,5.0,5.0,5.0,2021.06.19,너무 포근하고 편해서 잘안나오게 되네여 좋아요,0,1
200,200,5.0,5.0,5.0,5.0,5.0,2021.06.18,조립도 생각보다 쉽고 뭤보다 배송도 빨랐어요 컬러감도 날리지않고 감성좋네요,0,1
201,201,5.0,,,,,2021.06.16,앉아있다가 졸았던적이 너무많아요 다리받침도 있어서 다리뻗고 티비보기도 좋고 너무 안락하고 편해요 돈이 안아까워요 단 패브릭에 뭐 묻으면 잘 안지워져요,0,1
202,202,5.0,5.0,5.0,5.0,5.0,2021.06.16,조립하기 쉽고 정말 안정감있고 편하네요 가격대비짱,0,1
203,203,5.0,5.0,5.0,5.0,5.0,2021.06.12,이케아에서 앉아보고 못 사온게 너무 아쉬웠는데 역시나 빨리 살걸 그랬네욤_,0,1
204,204,5.0,5.0,5.0,5.0,5.0,2021.06.11,상품이 좋았습니다 감사합니다 많이파세요,0,1
205,205,5.0,5.0,5.0,5.0,5.0,2021.06.09,설명서를 잘 읽고 조립해야헤요 둘이서 조립하니까 금방 하네요,0,1
206,206,5.0,5.0,5.0,5.0,5.0,2021.06.08,배송 빠르고 제품도 만족스러워요 푹신푹신하고 편해요,0,1
207,207,5.0,5.0,5.0,5.0,5.0,2021.06.06,조립도 괜칞았고 이케아라 튼튼하려니 생각합니다 마감도 좋고 대만족이에요,0,1
208,208,5.0,5.0,5.0,5.0,5.0,2021.06.03,색이 좀 누리끼리하긴한데 편하기는 진짜 편해여,0,1
209,209,5.0,5.0,5.0,5.0,5.0,2021.05.30,편한데 낮아서 일할때는 사용 못핡 것 같아요,0,1
210,210,5.0,5.0,5.0,5.0,5.0,2021.05.30,소파대신 쓰고 있는데 이케아 천 하나 걸쳐서 쓰니 깔끔하고 좋네요 튼튼합니다 편하고요,0,1
211,211,5.0,5.0,5.0,5.0,5.0,2021.05.20,앉아있다가 졸아버릴정도로 편하네요 좋아요,0,1
212,212,5.0,5.0,5.0,5.0,5.0,2021.05.18,베란다에 놨는데 좋네요 커버고 분리해서 빨아서 쓸수있고 좋습니다,0,1
213,213,5.0,5.0,5.0,5.0,5.0,2021.05.18,고양이가 오줌싸려해서 눕혀놨네요조립은 여자혼자도 할 수 있구요편해요,0,1
214,214,5.0,5.0,5.0,5.0,5.0,2021.05.17,좋아요 맘에 들어요 몇개월째 쓰고 있는데 편하고 가성비 좋습니다,0,1
215,215,5.0,5.0,5.0,5.0,5.0,2021.05.17,이뻐요 저는 쪼끔 조립이 힘들었어요 이뻐요 하나더 사려구요,0,1
216,216,5.0,5.0,5.0,5.0,5.0,2021.05.17,후기보고 많이 기대하고 있었는데 진짜 편해요 조립하는것도 재미있었고 사길 잘했어요,0,1
217,217,5.0,5.0,5.0,5.0,5.0,2021.05.16,생각보다 훨씬 편안하고 튼튼해요 눕고 싶진 않지만 늘어져 있고 싶을 때 앉아 있으면 딱이에요 가로 넓이도 넓어서 두 다리 올리고 있어도 좋습니다 집에 놀러오는 사람 있으면 앉아보라고 강요하고 혼자 쓰기 아까워서 동생한테도 선물했어요,0,1
218,218,5.0,5.0,5.0,5.0,5.0,2021.05.14,리뷰가 너무 좋길래 샀는데 정말 편하네요 첨에 조립할때 조금 걸렸는데 그래도 여자 혼자서 할만은 했어요 설명서 헷갈리면 유튜브에 검색해서 보고 따라해도 좋을 거 같아요 만족합니다,0,1
219,219,5.0,5.0,5.0,5.0,5.0,2021.05.12,조립하느라 죽는 줄 알았지만 삶의 질이 1274595배 상승했습니닷,0,1
220,220,5.0,5.0,5.0,5.0,5.0,2021.05.11,배송빠르고 생각했던거만큼 와서 좋습니다,0,1
221,221,5.0,5.0,5.0,5.0,5.0,2021.05.11,생각보다 커서 당황스러운데 너무 편해요,0,1
222,222,5.0,5.0,5.0,5.0,5.0,2021.05.11,풋스툴이랑 같이쓰고 앉아서 넷플릭스보니까 천국이 따로없네요 첨에는 푹신하지않을까봐 걱정했는데 편해용 앉는자리도 넓고 180정도되는 남친도 좋다고 자기도 하나 들여놓고싶대용,0,1
223,223,5.0,5.0,5.0,5.0,5.0,2021.05.09,진짜 완전 좋아요 잘 쓰고 있어요,0,1
224,224,5.0,5.0,5.0,5.0,5.0,2021.05.09,조립하는건 처음이라 조금 어려웠어요 유튜브에 상품명 검색해서 열심히 찾아본다음에야 이해해서 따라했네요 근데 나사가 하나 박히다가 아무리 돌려도 더 안돌아가서 중간까지 박고 쓰고있어여 안무너지겠 편하긴 편합니다,0,1
225,225,5.0,5.0,5.0,5.0,5.0,2021.05.09,두달째 이용중입니다 불편함 없이 잘 이용하고 있습니다,0,1
226,226,5.0,5.0,5.0,5.0,5.0,2021.05.08,생각보다 크기가 커서 혼자 조립하느라 애먹었지만 편하고 좋습니다,0,1
227,227,5.0,5.0,5.0,5.0,5.0,2021.05.08,원래 다른 안락의자 샀다가 거실 크기에 비해 너무 크고 발판용 스툴까지 하면 진짜 거실 중앙까지 침범해서 환불하고 이거로 샀습니다 얘는 흔들의자 아닌데도 프레임이 있어서 살짝 흔들흔들한 느낌 이 있어서 좋아요 안락함도 좋습니나 이제 퇴근하고 음악틀어놓고 저 조명아래 안락의자에 앉아서 책 읽을 생각하니 너무 행복하네요,0,1
228,228,5.0,5.0,5.0,5.0,5.0,2021.05.08,디자인도 맘에 들고 의자가 편해요,0,1
229,229,5.0,5.0,5.0,5.0,5.0,2021.05.08,엄청 편해요 근데 주인님이 안비켜요,0,1
230,230,5.0,5.0,5.0,5.0,5.0,2021.05.07,너무 편해요 요새 아주 많이 애용합니다,0,1
231,231,5.0,5.0,5.0,5.0,5.0,2021.05.07,미쳤어여 친구집에서 앉아봤는데 너무편해서10시간 앉아있었어여 그래서 같은거 구입 지금 또 잠들판,0,1
232,232,5.0,5.0,5.0,5.0,5.0,2021.05.05,생각보다 튼튼한 것 같아서 좋아요 영화볼 때 짱,0,1
233,233,5.0,5.0,5.0,5.0,5.0,2021.05.02,조립을 조금 헤매긴 했지만 저렴하게 잘 샀다고 생각해요,0,1
234,234,5.0,5.0,5.0,5.0,5.0,2021.05.02,조립도 쉽고 튼튼한편 앉아보고 너무 편해서 놀람,0,1
235,235,5.0,5.0,5.0,5.0,5.0,2021.05.01,이케아에서 포엥사려다가 우연히 이걸 발견해서 샀는데 뭔차인지 잘 모르겠지만 이게 훨씬저렴해요 앉았을때 편안한건 매한가지라 매우 만족합니다,0,1
236,236,5.0,5.0,5.0,5.0,5.0,2021.04.30,하나더 샀는데 정말 맘에드는 의자입니다,0,1
237,237,5.0,5.0,5.0,5.0,5.0,2021.04.30,정말 편해요 디자인도 예쁘고 맘에듭니다,0,1
238,238,5.0,5.0,5.0,5.0,5.0,2021.04.29,제 몸 뉘이기도 아주 좋고 물건들 올려놓기도 넘 조은 요거 사고나서 땅바닥에 안앉게돼서 조아요,0,1
239,239,5.0,5.0,5.0,5.0,5.0,2021.04.28,너무 편하고 조립도 간편해서 좋았어요,0,1
240,240,5.0,5.0,5.0,5.0,5.0,2021.04.25,조립도 쉬운 편이고 앉으면 굉장히 편해요,0,1
241,241,5.0,5.0,5.0,5.0,5.0,2021.04.25,조립도 이정도면 수월했고요 편안한 느낌입니다 오래는 못입겠지만휴식 취하기엔 참 좋네요,0,1
242,242,5.0,5.0,5.0,5.0,5.0,2021.04.25,조립이 첨엔 헷갈렸는게 금방 완성했어요 편해요,0,1
243,243,5.0,5.0,5.0,5.0,5.0,2021.04.21,편하고 좋아요 가성비도 좋고 조립도 어렵디 않았어요,0,1
244,244,5.0,5.0,5.0,5.0,5.0,2021.04.20,최고예여 얼른 사세요 아빠가 조립해줘서 조립 난이도는 모르겠네요 아빠 감사해요,0,1
245,245,5.0,5.0,5.0,5.0,5.0,2021.04.19,잘쓰고 잇어요 좋아요 재구매의사잇어용,0,1
246,246,5.0,5.0,5.0,5.0,5.0,2021.04.17,오랜시간 고민하다가 주문했는데 너무 후회해요 더 빨리 사지않은 제 자신을 원망합니다 좋은 물건 감사합니다 조립할때 쪼금 어렵긴했지만 금방해냈어요,0,1
247,247,5.0,5.0,5.0,5.0,5.0,2021.04.15,때 탈까봐 천 덮었습니다 이케아 4만원에 파는데 가기 힘들면 배송료 좀 내고 괜찮네요 여자혼자 조립하기 무리없습니다,0,1
248,248,5.0,5.0,5.0,5.0,5.0,2021.04.12,이케아에서 앉아보고 아주 맘에들어서 샀어요 편하고 좋아요,0,1
249,249,5.0,,,,,2021.04.11,방에 두고 편하게 잘 사용하고 있어요,0,1
250,250,5.0,,,,,2021.04.11,이케아 안락의자 정말 안락합니다 짱짱맨,0,1
251,251,5.0,5.0,5.0,5.0,5.0,2021.04.11,일단개를사서 확인결과 편안합니다나사조임도구도 편리하고,0,1
252,252,5.0,5.0,5.0,5.0,5.0,2021.04.11,쿠션감좋고 편안하고 가격에도 만족합니다,0,1
253,253,5.0,5.0,5.0,5.0,5.0,2021.04.10,너무 편안하고 대만족입니다 쇼파보다 더 좋다고 말할수있습니다,0,1
254,254,5.0,5.0,5.0,5.0,5.0,2021.04.09,조립을 하는 제품인데 혼자하기에는 조금 어려울 것 같아요 누가 잡아줘야 조립하기 편할 것 같네요 제품 자체는 마음에 들어요 생각보다 크기가 큽니다,0,1
255,255,5.0,5.0,5.0,5.0,5.0,2021.04.09,박음질이 원래 저런걸까요하지만 너무 예쁘고 편하다는 사실자꾸만 앉게되요 그리고 조립하는데 많이 어려웠어요 의자 너무 예뻐요,0,1
256,256,5.0,5.0,5.0,5.0,5.0,2021.04.09,편하고 안락합니다 역시 믿고사는 이케아입니다,0,1
257,257,5.0,5.0,5.0,5.0,5.0,2021.04.08,이케아 다들 좋아하는 이유가 있네요 아주 편안합니다 쿠폰으로 타사이트보다 싸게 구매했어요,0,1
258,258,5.0,5.0,5.0,5.0,5.0,2021.04.01,첨엔 조립 어렵나했는데 해보니깐 쉽네여 생각보다 더편해요 근데 엉덩이부분 천이 고정이 안되서 좀 불편해여,0,1
